"","SPP","SYS_NM","Area","escapement","Year","Enhancement_Rank"
"2584","CM","MAHWHIECLAS CREEK","27",50,1980,"NONE"
"2585","CM","MAHWHIECLAS CREEK","27",50,1981,"NONE"
"2586","CM","MAHWHIECLAS CREEK","27",NA,1982,"NONE"
"2587","CM","MAHWHIECLAS CREEK","27",NA,1983,"NONE"
"2588","CM","MAHWHIECLAS CREEK","27",NA,1984,"NONE"
"2589","CM","MAHWHIECLAS CREEK","27",0,1985,"NONE"
"2590","CM","MAHWHIECLAS CREEK","27",0,1986,"NONE"
"2591","CM","MAHWHIECLAS CREEK","27",0,1987,"NONE"
"2592","CM","MAHWHIECLAS CREEK","27",2,1988,"NONE"
"2593","CM","MAHWHIECLAS CREEK","27",0,1989,"NONE"
"2594","CM","MAHWHIECLAS CREEK","27",NA,1990,"NONE"
"2595","CM","MAHWHIECLAS CREEK","27",0,1991,"NONE"
"2596","CM","MAHWHIECLAS CREEK","27",0,1992,"NONE"
"2597","CM","MAHWHIECLAS CREEK","27",0,1993,"NONE"
"2598","CM","MAHWHIECLAS CREEK","27",NA,1994,"NONE"
"2599","CM","MAHWHIECLAS CREEK","27",0,1995,"NONE"
"2600","CM","MAHWHIECLAS CREEK","27",65,1996,"NONE"
"2601","CM","MAHWHIECLAS CREEK","27",NA,1997,"NONE"
"2602","CM","MAHWHIECLAS CREEK","27",0,1998,"NONE"
"2603","CM","MAHWHIECLAS CREEK","27",NA,1999,"NONE"
"2604","CM","MAHWHIECLAS CREEK","27",NA,2000,"NONE"
"2605","CM","MAHWHIECLAS CREEK","27",NA,2001,"NONE"
"2606","CM","MAHWHIECLAS CREEK","27",NA,2002,"NONE"
"2607","CM","MAHWHIECLAS CREEK","27",NA,2003,"NONE"
"2608","CM","MAHWHIECLAS CREEK","27",NA,2004,"NONE"
"2609","CM","MAHWHIECLAS CREEK","27",NA,2005,"NONE"
"2610","CM","MAHWHIECLAS CREEK","27",NA,2006,"NONE"
"2611","CM","MAHWHIECLAS CREEK","27",NA,2007,"NONE"
"2612","CM","MAHWHIECLAS CREEK","27",NA,2008,"NONE"
"2613","CM","MAHWHIECLAS CREEK","27",NA,2009,"NONE"
"2614","CM","MAHWHIECLAS CREEK","27",NA,2010,"NONE"
"2615","CM","MAHWHIECLAS CREEK","27",NA,2011,"NONE"
"2616","CM","MAHWHIECLAS CREEK","27",NA,2012,"NONE"
"2617","CM","MAHWHIECLAS CREEK","27",NA,2013,"NONE"
"2618","CM","MAHWHIECLAS CREEK","27",NA,2014,"NONE"
"2619","CM","MAHWHIECLAS CREEK","27",NA,2015,"NONE"
"2620","CM","MAHWHIECLAS CREEK","27",NA,2016,"NONE"
"2621","CM","MAHWHIECLAS CREEK","27",NA,2017,"NONE"
"2622","CM","MAHWHIECLAS CREEK","27",NA,2018,"NONE"
"2623","CM","TEETA CREEK","27",NA,1950,"NONE"
"2624","CM","TEETA CREEK","27",NA,1951,"NONE"
"2625","CM","TEETA CREEK","27",NA,1952,"NONE"
"2626","CM","TEETA CREEK","27",NA,1953,"NONE"
"2627","CM","TEETA CREEK","27",550,1954,"NONE"
"2628","CM","TEETA CREEK","27",100,1955,"NONE"
"2629","CM","TEETA CREEK","27",300,1956,"NONE"
"2630","CM","TEETA CREEK","27",150,1957,"NONE"
"2631","CM","TEETA CREEK","27",800,1958,"NONE"
"2632","CM","TEETA CREEK","27",250,1959,"NONE"
"2633","CM","TEETA CREEK","27",25,1960,"NONE"
"2634","CM","TEETA CREEK","27",50,1961,"NONE"
"2635","CM","TEETA CREEK","27",50,1962,"NONE"
"2636","CM","TEETA CREEK","27",200,1963,"NONE"
"2637","CM","TEETA CREEK","27",200,1964,"NONE"
"2638","CM","TEETA CREEK","27",25,1965,"NONE"
"2639","CM","TEETA CREEK","27",0,1966,"NONE"
"2640","CM","TEETA CREEK","27",25,1967,"NONE"
"2641","CM","TEETA CREEK","27",40,1968,"NONE"
"2642","CM","TEETA CREEK","27",200,1969,"NONE"
"2643","CM","TEETA CREEK","27",75,1970,"NONE"
"2644","CM","TEETA CREEK","27",75,1971,"NONE"
"2645","CM","TEETA CREEK","27",4000,1972,"NONE"
"2646","CM","TEETA CREEK","27",1500,1973,"NONE"
"2647","CM","TEETA CREEK","27",1000,1974,"NONE"
"2648","CM","TEETA CREEK","27",75,1975,"NONE"
"2649","CM","TEETA CREEK","27",0,1976,"NONE"
"2650","CM","TEETA CREEK","27",60,1977,"NONE"
"2651","CM","TEETA CREEK","27",0,1978,"NONE"
"2652","CM","TEETA CREEK","27",25,1979,"NONE"
"2653","CM","TEETA CREEK","27",0,1980,"NONE"
"2654","CM","TEETA CREEK","27",50,1981,"NONE"
"2655","CM","TEETA CREEK","27",NA,1982,"NONE"
"2656","CM","TEETA CREEK","27",NA,1983,"NONE"
"2657","CM","TEETA CREEK","27",NA,1984,"NONE"
"2658","CM","TEETA CREEK","27",150,1985,"NONE"
"2659","CM","TEETA CREEK","27",175,1986,"NONE"
"2660","CM","TEETA CREEK","27",NA,1987,"NONE"
"2661","CM","TEETA CREEK","27",75,1988,"NONE"
"2662","CM","TEETA CREEK","27",100,1989,"NONE"
"2663","CM","TEETA CREEK","27",35,1990,"NONE"
"2664","CM","TEETA CREEK","27",100,1991,"NONE"
"2665","CM","TEETA CREEK","27",100,1992,"NONE"
"2666","CM","TEETA CREEK","27",0,1993,"NONE"
"2667","CM","TEETA CREEK","27",NA,1994,"NONE"
"2668","CM","TEETA CREEK","27",NA,1995,"NONE"
"2669","CM","TEETA CREEK","27",525,1996,"NONE"
"2670","CM","TEETA CREEK","27",NA,1997,"NONE"
"2671","CM","TEETA CREEK","27",0,1998,"NONE"
"2672","CM","TEETA CREEK","27",NA,1999,"NONE"
"2673","CM","TEETA CREEK","27",NA,2000,"NONE"
"2674","CM","TEETA CREEK","27",NA,2001,"NONE"
"2675","CM","TEETA CREEK","27",NA,2002,"NONE"
"2676","CM","TEETA CREEK","27",NA,2003,"NONE"
"2677","CM","TEETA CREEK","27",NA,2004,"NONE"
"2678","CM","TEETA CREEK","27",NA,2005,"NONE"
"2679","CM","TEETA CREEK","27",NA,2006,"NONE"
"2680","CM","TEETA CREEK","27",NA,2007,"NONE"
"2681","CM","TEETA CREEK","27",NA,2008,"NONE"
"2682","CM","TEETA CREEK","27",NA,2009,"NONE"
"2683","CM","TEETA CREEK","27",NA,2010,"NONE"
"2684","CM","TEETA CREEK","27",NA,2011,"NONE"
"2685","CM","TEETA CREEK","27",NA,2012,"NONE"
"2686","CM","TEETA CREEK","27",NA,2013,"NONE"
"2687","CM","TEETA CREEK","27",NA,2014,"NONE"
"2688","CM","TEETA CREEK","27",NA,2015,"NONE"
"2689","CM","TEETA CREEK","27",NA,2016,"NONE"
"2690","CM","TEETA CREEK","27",NA,2017,"NONE"
"2691","CM","TEETA CREEK","27",NA,2018,"NONE"
"2692","CM","CAYUSE CREEK","27",NA,1950,"NONE"
"2693","CM","CAYUSE CREEK","27",NA,1951,"NONE"
"2694","CM","CAYUSE CREEK","27",NA,1952,"NONE"
"2695","CM","CAYUSE CREEK","27",NA,1953,"NONE"
"2696","CM","CAYUSE CREEK","27",300,1954,"NONE"
"2697","CM","CAYUSE CREEK","27",450,1955,"NONE"
"2698","CM","CAYUSE CREEK","27",300,1956,"NONE"
"2699","CM","CAYUSE CREEK","27",200,1957,"NONE"
"2700","CM","CAYUSE CREEK","27",200,1958,"NONE"
"2701","CM","CAYUSE CREEK","27",100,1959,"NONE"
"2702","CM","CAYUSE CREEK","27",50,1960,"NONE"
"2703","CM","CAYUSE CREEK","27",50,1961,"NONE"
"2704","CM","CAYUSE CREEK","27",50,1962,"NONE"
"2705","CM","CAYUSE CREEK","27",25,1963,"NONE"
"2706","CM","CAYUSE CREEK","27",25,1964,"NONE"
"2707","CM","CAYUSE CREEK","27",25,1965,"NONE"
"2708","CM","CAYUSE CREEK","27",75,1966,"NONE"
"2709","CM","CAYUSE CREEK","27",25,1967,"NONE"
"2710","CM","CAYUSE CREEK","27",0,1968,"NONE"
"2711","CM","CAYUSE CREEK","27",200,1969,"NONE"
"2712","CM","CAYUSE CREEK","27",75,1970,"NONE"
"2713","CM","CAYUSE CREEK","27",200,1971,"NONE"
"2714","CM","CAYUSE CREEK","27",1000,1972,"NONE"
"2715","CM","CAYUSE CREEK","27",200,1973,"NONE"
"2716","CM","CAYUSE CREEK","27",200,1974,"NONE"
"2717","CM","CAYUSE CREEK","27",75,1975,"NONE"
"2718","CM","CAYUSE CREEK","27",200,1976,"NONE"
"2719","CM","CAYUSE CREEK","27",10,1977,"NONE"
"2720","CM","CAYUSE CREEK","27",0,1978,"NONE"
"2721","CM","CAYUSE CREEK","27",0,1979,"NONE"
"2722","CM","CAYUSE CREEK","27",0,1980,"NONE"
"2723","CM","CAYUSE CREEK","27",150,1981,"NONE"
"2724","CM","CAYUSE CREEK","27",50,1982,"NONE"
"2725","CM","CAYUSE CREEK","27",NA,1983,"NONE"
"2726","CM","CAYUSE CREEK","27",NA,1984,"NONE"
"2727","CM","CAYUSE CREEK","27",150,1985,"NONE"
"2728","CM","CAYUSE CREEK","27",650,1986,"NONE"
"2729","CM","CAYUSE CREEK","27",150,1987,"NONE"
"2730","CM","CAYUSE CREEK","27",500,1988,"NONE"
"2731","CM","CAYUSE CREEK","27",350,1989,"NONE"
"2732","CM","CAYUSE CREEK","27",400,1990,"NONE"
"2733","CM","CAYUSE CREEK","27",750,1991,"NONE"
"2734","CM","CAYUSE CREEK","27",1200,1992,"NONE"
"2735","CM","CAYUSE CREEK","27",450,1993,"NONE"
"2736","CM","CAYUSE CREEK","27",NA,1994,"NONE"
"2737","CM","CAYUSE CREEK","27",NA,1995,"NONE"
"2738","CM","CAYUSE CREEK","27",150,1996,"NONE"
"2739","CM","CAYUSE CREEK","27",NA,1997,"NONE"
"2740","CM","CAYUSE CREEK","27",NA,1998,"NONE"
"2741","CM","CAYUSE CREEK","27",NA,1999,"NONE"
"2742","CM","CAYUSE CREEK","27",NA,2000,"NONE"
"2743","CM","CAYUSE CREEK","27",NA,2001,"NONE"
"2744","CM","CAYUSE CREEK","27",NA,2002,"NONE"
"2745","CM","CAYUSE CREEK","27",NA,2003,"NONE"
"2746","CM","CAYUSE CREEK","27",NA,2004,"NONE"
"2747","CM","CAYUSE CREEK","27",NA,2005,"NONE"
"2748","CM","CAYUSE CREEK","27",NA,2006,"NONE"
"2749","CM","CAYUSE CREEK","27",NA,2007,"NONE"
"2750","CM","CAYUSE CREEK","27",NA,2008,"NONE"
"2751","CM","CAYUSE CREEK","27",NA,2009,"NONE"
"2752","CM","CAYUSE CREEK","27",NA,2010,"NONE"
"2753","CM","CAYUSE CREEK","27",NA,2011,"NONE"
"2754","CM","CAYUSE CREEK","27",NA,2012,"NONE"
"2755","CM","CAYUSE CREEK","27",NA,2013,"NONE"
"2756","CM","CAYUSE CREEK","27",NA,2014,"NONE"
"2757","CM","CAYUSE CREEK","27",NA,2015,"NONE"
"2758","CM","CAYUSE CREEK","27",NA,2016,"NONE"
"2759","CM","CAYUSE CREEK","27",NA,2017,"NONE"
"2760","CM","CAYUSE CREEK","27",NA,2018,"NONE"
"2761","CM","CAYUSE CREEK","27",NA,1950,"NONE"
"2762","CM","CAYUSE CREEK","27",NA,1951,"NONE"
"2763","CM","CAYUSE CREEK","27",NA,1952,"NONE"
"2764","CM","CAYUSE CREEK","27",NA,1953,"NONE"
"2765","CM","CAYUSE CREEK","27",NA,1954,"NONE"
"2766","CM","CAYUSE CREEK","27",NA,1955,"NONE"
"2767","CM","CAYUSE CREEK","27",NA,1956,"NONE"
"2768","CM","CAYUSE CREEK","27",NA,1957,"NONE"
"2769","CM","CAYUSE CREEK","27",NA,1958,"NONE"
"2770","CM","CAYUSE CREEK","27",NA,1959,"NONE"
"2771","CM","CAYUSE CREEK","27",NA,1960,"NONE"
"2772","CM","CAYUSE CREEK","27",NA,1961,"NONE"
"2773","CM","CAYUSE CREEK","27",NA,1962,"NONE"
"2774","CM","CAYUSE CREEK","27",NA,1963,"NONE"
"2775","CM","CAYUSE CREEK","27",NA,1964,"NONE"
"2776","CM","CAYUSE CREEK","27",NA,1965,"NONE"
"2777","CM","CAYUSE CREEK","27",NA,1966,"NONE"
"2778","CM","CAYUSE CREEK","27",NA,1967,"NONE"
"2779","CM","CAYUSE CREEK","27",NA,1968,"NONE"
"2780","CM","CAYUSE CREEK","27",NA,1969,"NONE"
"2781","CM","CAYUSE CREEK","27",NA,1970,"NONE"
"2782","CM","CAYUSE CREEK","27",NA,1971,"NONE"
"2783","CM","CAYUSE CREEK","27",NA,1972,"NONE"
"2784","CM","CAYUSE CREEK","27",NA,1973,"NONE"
"2785","CM","CAYUSE CREEK","27",NA,1974,"NONE"
"2786","CM","CAYUSE CREEK","27",NA,1975,"NONE"
"2787","CM","CAYUSE CREEK","27",NA,1976,"NONE"
"2788","CM","CAYUSE CREEK","27",NA,1977,"NONE"
"2789","CM","CAYUSE CREEK","27",NA,1978,"NONE"
"2790","CM","CAYUSE CREEK","27",NA,1979,"NONE"
"2791","CM","CAYUSE CREEK","27",NA,1980,"NONE"
"2792","CM","CAYUSE CREEK","27",NA,1981,"NONE"
"2793","CM","CAYUSE CREEK","27",NA,1982,"NONE"
"2794","CM","CAYUSE CREEK","27",NA,1983,"NONE"
"2795","CM","CAYUSE CREEK","27",NA,1984,"NONE"
"2796","CM","CAYUSE CREEK","27",NA,1985,"NONE"
"2797","CM","CAYUSE CREEK","27",NA,1986,"NONE"
"2798","CM","CAYUSE CREEK","27",NA,1987,"NONE"
"2799","CM","CAYUSE CREEK","27",NA,1988,"NONE"
"2800","CM","CAYUSE CREEK","27",NA,1989,"NONE"
"2801","CM","CAYUSE CREEK","27",NA,1990,"NONE"
"2802","CM","CAYUSE CREEK","27",NA,1991,"NONE"
"2803","CM","CAYUSE CREEK","27",NA,1992,"NONE"
"2804","CM","CAYUSE CREEK","27",NA,1993,"NONE"
"2805","CM","CAYUSE CREEK","27",NA,1994,"NONE"
"2806","CM","CAYUSE CREEK","27",NA,1995,"NONE"
"2807","CM","CAYUSE CREEK","27",3250,1996,"NONE"
"2808","CM","CAYUSE CREEK","27",NA,1997,"NONE"
"2809","CM","CAYUSE CREEK","27",NA,1998,"NONE"
"2810","CM","CAYUSE CREEK","27",NA,1999,"NONE"
"2811","CM","CAYUSE CREEK","27",NA,2000,"NONE"
"2812","CM","CAYUSE CREEK","27",NA,2001,"NONE"
"2813","CM","CAYUSE CREEK","27",NA,2002,"NONE"
"2814","CM","CAYUSE CREEK","27",NA,2003,"NONE"
"2815","CM","CAYUSE CREEK","27",NA,2004,"NONE"
"2816","CM","CAYUSE CREEK","27",NA,2005,"NONE"
"2817","CM","CAYUSE CREEK","27",NA,2006,"NONE"
"2818","CM","CAYUSE CREEK","27",NA,2007,"NONE"
"2819","CM","CAYUSE CREEK","27",NA,2008,"NONE"
"2820","CM","CAYUSE CREEK","27",NA,2009,"NONE"
"2821","CM","CAYUSE CREEK","27",NA,2010,"NONE"
"2822","CM","CAYUSE CREEK","27",NA,2011,"NONE"
"2823","CM","CAYUSE CREEK","27",NA,2012,"NONE"
"2824","CM","CAYUSE CREEK","27",NA,2013,"NONE"
"2825","CM","CAYUSE CREEK","27",NA,2014,"NONE"
"2826","CM","CAYUSE CREEK","27",NA,2015,"NONE"
"2827","CM","CAYUSE CREEK","27",NA,2016,"NONE"
"2828","CM","CAYUSE CREEK","27",NA,2017,"NONE"
"2829","CM","CAYUSE CREEK","27",NA,2018,"NONE"
"2830","CM","CAYEGHLE CREEK","27",NA,1950,"NONE"
"2831","CM","CAYEGHLE CREEK","27",NA,1951,"NONE"
"2832","CM","CAYEGHLE CREEK","27",NA,1952,"NONE"
"2833","CM","CAYEGHLE CREEK","27",NA,1953,"NONE"
"2834","CM","CAYEGHLE CREEK","27",NA,1954,"NONE"
"2835","CM","CAYEGHLE CREEK","27",300,1955,"NONE"
"2836","CM","CAYEGHLE CREEK","27",5000,1956,"NONE"
"2837","CM","CAYEGHLE CREEK","27",500,1957,"NONE"
"2838","CM","CAYEGHLE CREEK","27",400,1958,"NONE"
"2839","CM","CAYEGHLE CREEK","27",500,1959,"NONE"
"2840","CM","CAYEGHLE CREEK","27",175,1960,"NONE"
"2841","CM","CAYEGHLE CREEK","27",150,1961,"NONE"
"2842","CM","CAYEGHLE CREEK","27",100,1962,"NONE"
"2843","CM","CAYEGHLE CREEK","27",750,1963,"NONE"
"2844","CM","CAYEGHLE CREEK","27",100,1964,"NONE"
"2845","CM","CAYEGHLE CREEK","27",750,1965,"NONE"
"2846","CM","CAYEGHLE CREEK","27",400,1966,"NONE"
"2847","CM","CAYEGHLE CREEK","27",6500,1967,"NONE"
"2848","CM","CAYEGHLE CREEK","27",4000,1968,"NONE"
"2849","CM","CAYEGHLE CREEK","27",1500,1969,"NONE"
"2850","CM","CAYEGHLE CREEK","27",3500,1970,"NONE"
"2851","CM","CAYEGHLE CREEK","27",8000,1971,"NONE"
"2852","CM","CAYEGHLE CREEK","27",8000,1972,"NONE"
"2853","CM","CAYEGHLE CREEK","27",20000,1973,"NONE"
"2854","CM","CAYEGHLE CREEK","27",20000,1974,"NONE"
"2855","CM","CAYEGHLE CREEK","27",3500,1975,"NONE"
"2856","CM","CAYEGHLE CREEK","27",3500,1976,"NONE"
"2857","CM","CAYEGHLE CREEK","27",4000,1977,"NONE"
"2858","CM","CAYEGHLE CREEK","27",3500,1978,"NONE"
"2859","CM","CAYEGHLE CREEK","27",3000,1979,"NONE"
"2860","CM","CAYEGHLE CREEK","27",8000,1980,"NONE"
"2861","CM","CAYEGHLE CREEK","27",4600,1981,"NONE"
"2862","CM","CAYEGHLE CREEK","27",6000,1982,"NONE"
"2863","CM","CAYEGHLE CREEK","27",750,1983,"NONE"
"2864","CM","CAYEGHLE CREEK","27",4500,1984,"NONE"
"2865","CM","CAYEGHLE CREEK","27",12500,1985,"NONE"
"2866","CM","CAYEGHLE CREEK","27",6000,1986,"NONE"
"2867","CM","CAYEGHLE CREEK","27",4000,1987,"NONE"
"2868","CM","CAYEGHLE CREEK","27",10000,1988,"NONE"
"2869","CM","CAYEGHLE CREEK","27",5000,1989,"NONE"
"2870","CM","CAYEGHLE CREEK","27",NA,1990,"NONE"
"2871","CM","CAYEGHLE CREEK","27",1000,1991,"NONE"
"2872","CM","CAYEGHLE CREEK","27",10000,1992,"NONE"
"2873","CM","CAYEGHLE CREEK","27",6000,1993,"NONE"
"2874","CM","CAYEGHLE CREEK","27",1000,1994,"NONE"
"2875","CM","CAYEGHLE CREEK","27",2000,1995,"NONE"
"2876","CM","CAYEGHLE CREEK","27",5500,1996,"NONE"
"2877","CM","CAYEGHLE CREEK","27",NA,1997,"NONE"
"2878","CM","CAYEGHLE CREEK","27",NA,1998,"NONE"
"2879","CM","CAYEGHLE CREEK","27",NA,1999,"NONE"
"2880","CM","CAYEGHLE CREEK","27",NA,2000,"NONE"
"2881","CM","CAYEGHLE CREEK","27",NA,2001,"NONE"
"2882","CM","CAYEGHLE CREEK","27",NA,2002,"NONE"
"2883","CM","CAYEGHLE CREEK","27",3528,2003,"NONE"
"2884","CM","CAYEGHLE CREEK","27",13572,2004,"NONE"
"2885","CM","CAYEGHLE CREEK","27",NA,2005,"NONE"
"2886","CM","CAYEGHLE CREEK","27",2601,2006,"NONE"
"2887","CM","CAYEGHLE CREEK","27",4044,2007,"NONE"
"2888","CM","CAYEGHLE CREEK","27",15755,2008,"NONE"
"2889","CM","CAYEGHLE CREEK","27",NA,2009,"NONE"
"2890","CM","CAYEGHLE CREEK","27",NA,2010,"NONE"
"2891","CM","CAYEGHLE CREEK","27",4623,2011,"NONE"
"2892","CM","CAYEGHLE CREEK","27",2242,2012,"NONE"
"2893","CM","CAYEGHLE CREEK","27",7696,2013,"NONE"
"2894","CM","CAYEGHLE CREEK","27",9440,2014,"NONE"
"2895","CM","CAYEGHLE CREEK","27",4813,2015,"NONE"
"2896","CM","CAYEGHLE CREEK","27",1926,2016,"NONE"
"2897","CM","CAYEGHLE CREEK","27",8255,2017,"NONE"
"2898","CM","CAYEGHLE CREEK","27",1974,2018,"NONE"
"2899","CM","COLONIAL CREEK","27",NA,1950,"NONE"
"2900","CM","COLONIAL CREEK","27",NA,1951,"NONE"
"2901","CM","COLONIAL CREEK","27",NA,1952,"NONE"
"2902","CM","COLONIAL CREEK","27",NA,1953,"NONE"
"2903","CM","COLONIAL CREEK","27",1500,1954,"NONE"
"2904","CM","COLONIAL CREEK","27",100,1955,"NONE"
"2905","CM","COLONIAL CREEK","27",5000,1956,"NONE"
"2906","CM","COLONIAL CREEK","27",1000,1957,"NONE"
"2907","CM","COLONIAL CREEK","27",2000,1958,"NONE"
"2908","CM","COLONIAL CREEK","27",100,1959,"NONE"
"2909","CM","COLONIAL CREEK","27",175,1960,"NONE"
"2910","CM","COLONIAL CREEK","27",2100,1961,"NONE"
"2911","CM","COLONIAL CREEK","27",50,1962,"NONE"
"2912","CM","COLONIAL CREEK","27",1000,1963,"NONE"
"2913","CM","COLONIAL CREEK","27",6000,1964,"NONE"
"2914","CM","COLONIAL CREEK","27",750,1965,"NONE"
"2915","CM","COLONIAL CREEK","27",0,1966,"NONE"
"2916","CM","COLONIAL CREEK","27",400,1967,"NONE"
"2917","CM","COLONIAL CREEK","27",500,1968,"NONE"
"2918","CM","COLONIAL CREEK","27",400,1969,"NONE"
"2919","CM","COLONIAL CREEK","27",1500,1970,"NONE"
"2920","CM","COLONIAL CREEK","27",2000,1971,"NONE"
"2921","CM","COLONIAL CREEK","27",5000,1972,"NONE"
"2922","CM","COLONIAL CREEK","27",1500,1973,"NONE"
"2923","CM","COLONIAL CREEK","27",8000,1974,"NONE"
"2924","CM","COLONIAL CREEK","27",400,1975,"NONE"
"2925","CM","COLONIAL CREEK","27",750,1976,"NONE"
"2926","CM","COLONIAL CREEK","27",1500,1977,"NONE"
"2927","CM","COLONIAL CREEK","27",1500,1978,"NONE"
"2928","CM","COLONIAL CREEK","27",300,1979,"NONE"
"2929","CM","COLONIAL CREEK","27",3500,1980,"NONE"
"2930","CM","COLONIAL CREEK","27",4500,1981,"NONE"
"2931","CM","COLONIAL CREEK","27",5000,1982,"NONE"
"2932","CM","COLONIAL CREEK","27",1000,1983,"NONE"
"2933","CM","COLONIAL CREEK","27",NA,1984,"NONE"
"2934","CM","COLONIAL CREEK","27",NA,1985,"NONE"
"2935","CM","COLONIAL CREEK","27",2000,1986,"NONE"
"2936","CM","COLONIAL CREEK","27",1000,1987,"NONE"
"2937","CM","COLONIAL CREEK","27",5000,1988,"NONE"
"2938","CM","COLONIAL CREEK","27",500,1989,"NONE"
"2939","CM","COLONIAL CREEK","27",200,1990,"NONE"
"2940","CM","COLONIAL CREEK","27",750,1991,"NONE"
"2941","CM","COLONIAL CREEK","27",5000,1992,"NONE"
"2942","CM","COLONIAL CREEK","27",NA,1993,"NONE"
"2943","CM","COLONIAL CREEK","27",NA,1994,"NONE"
"2944","CM","COLONIAL CREEK","27",2000,1995,"NONE"
"2945","CM","COLONIAL CREEK","27",5000,1996,"NONE"
"2946","CM","COLONIAL CREEK","27",NA,1997,"NONE"
"2947","CM","COLONIAL CREEK","27",NA,1998,"NONE"
"2948","CM","COLONIAL CREEK","27",NA,1999,"NONE"
"2949","CM","COLONIAL CREEK","27",NA,2000,"NONE"
"2950","CM","COLONIAL CREEK","27",NA,2001,"NONE"
"2951","CM","COLONIAL CREEK","27",NA,2002,"NONE"
"2952","CM","COLONIAL CREEK","27",NA,2003,"NONE"
"2953","CM","COLONIAL CREEK","27",NA,2004,"NONE"
"2954","CM","COLONIAL CREEK","27",NA,2005,"NONE"
"2955","CM","COLONIAL CREEK","27",NA,2006,"NONE"
"2956","CM","COLONIAL CREEK","27",2105,2007,"NONE"
"2957","CM","COLONIAL CREEK","27",NA,2008,"NONE"
"2958","CM","COLONIAL CREEK","27",NA,2009,"NONE"
"2959","CM","COLONIAL CREEK","27",NA,2010,"NONE"
"2960","CM","COLONIAL CREEK","27",11631,2011,"NONE"
"2961","CM","COLONIAL CREEK","27",3425,2012,"NONE"
"2962","CM","COLONIAL CREEK","27",6252,2013,"NONE"
"2963","CM","COLONIAL CREEK","27",9480,2014,"NONE"
"2964","CM","COLONIAL CREEK","27",3395,2015,"NONE"
"2965","CM","COLONIAL CREEK","27",1194,2016,"NONE"
"2966","CM","COLONIAL CREEK","27",5271,2017,"NONE"
"2967","CM","COLONIAL CREEK","27",2765,2018,"NONE"
"2968","CM","UTLUH CREEK","27",NA,1950,"NONE"
"2969","CM","UTLUH CREEK","27",NA,1951,"NONE"
"2970","CM","UTLUH CREEK","27",NA,1952,"NONE"
"2971","CM","UTLUH CREEK","27",NA,1953,"NONE"
"2972","CM","UTLUH CREEK","27",NA,1954,"NONE"
"2973","CM","UTLUH CREEK","27",100,1955,"NONE"
"2974","CM","UTLUH CREEK","27",NA,1956,"NONE"
"2975","CM","UTLUH CREEK","27",NA,1957,"NONE"
"2976","CM","UTLUH CREEK","27",250,1958,"NONE"
"2977","CM","UTLUH CREEK","27",500,1959,"NONE"
"2978","CM","UTLUH CREEK","27",20,1960,"NONE"
"2979","CM","UTLUH CREEK","27",NA,1961,"NONE"
"2980","CM","UTLUH CREEK","27",NA,1962,"NONE"
"2981","CM","UTLUH CREEK","27",NA,1963,"NONE"
"2982","CM","UTLUH CREEK","27",NA,1964,"NONE"
"2983","CM","UTLUH CREEK","27",0,1965,"NONE"
"2984","CM","UTLUH CREEK","27",0,1966,"NONE"
"2985","CM","UTLUH CREEK","27",400,1967,"NONE"
"2986","CM","UTLUH CREEK","27",450,1968,"NONE"
"2987","CM","UTLUH CREEK","27",0,1969,"NONE"
"2988","CM","UTLUH CREEK","27",NA,1970,"NONE"
"2989","CM","UTLUH CREEK","27",NA,1971,"NONE"
"2990","CM","UTLUH CREEK","27",NA,1972,"NONE"
"2991","CM","UTLUH CREEK","27",10000,1973,"NONE"
"2992","CM","UTLUH CREEK","27",NA,1974,"NONE"
"2993","CM","UTLUH CREEK","27",NA,1975,"NONE"
"2994","CM","UTLUH CREEK","27",NA,1976,"NONE"
"2995","CM","UTLUH CREEK","27",0,1977,"NONE"
"2996","CM","UTLUH CREEK","27",NA,1978,"NONE"
"2997","CM","UTLUH CREEK","27",NA,1979,"NONE"
"2998","CM","UTLUH CREEK","27",NA,1980,"NONE"
"2999","CM","UTLUH CREEK","27",NA,1981,"NONE"
"3000","CM","UTLUH CREEK","27",NA,1982,"NONE"
"3001","CM","UTLUH CREEK","27",NA,1983,"NONE"
"3002","CM","UTLUH CREEK","27",0,1984,"NONE"
"3003","CM","UTLUH CREEK","27",0,1985,"NONE"
"3004","CM","UTLUH CREEK","27",0,1986,"NONE"
"3005","CM","UTLUH CREEK","27",NA,1987,"NONE"
"3006","CM","UTLUH CREEK","27",0,1988,"NONE"
"3007","CM","UTLUH CREEK","27",0,1989,"NONE"
"3008","CM","UTLUH CREEK","27",NA,1990,"NONE"
"3009","CM","UTLUH CREEK","27",NA,1991,"NONE"
"3010","CM","UTLUH CREEK","27",0,1992,"NONE"
"3011","CM","UTLUH CREEK","27",NA,1993,"NONE"
"3012","CM","UTLUH CREEK","27",NA,1994,"NONE"
"3013","CM","UTLUH CREEK","27",NA,1995,"NONE"
"3014","CM","UTLUH CREEK","27",NA,1996,"NONE"
"3015","CM","UTLUH CREEK","27",NA,1997,"NONE"
"3016","CM","UTLUH CREEK","27",NA,1998,"NONE"
"3017","CM","UTLUH CREEK","27",NA,1999,"NONE"
"3018","CM","UTLUH CREEK","27",NA,2000,"NONE"
"3019","CM","UTLUH CREEK","27",NA,2001,"NONE"
"3020","CM","UTLUH CREEK","27",NA,2002,"NONE"
